category,title,cash_price,link,store,created_at
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 8Gb 256Gb 15.6"" Win11",484369.0,https://www.mexx.com.ar/productos-rubro/notebooks/45671-notebook-hp-250-g8-core-i3-1115g4-8gb-256gb-15.6-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 8Gb Ssd M2 480Gb 15.6"" Win11",506359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45720-notebook-hp-250-g8-core-i3-1115g4-8gb-ssd-m2-480gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 8Gb Ssd M2 960Gb 15.6"" Win11",555359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45726-notebook-hp-250-g8-core-i3-1115g4-8gb-ssd-m2-960gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 16Gb 256Gb 15.6"" Win11",504359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45727-notebook-hp-250-g8-core-i3-1115g4-16gb-256gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 16Gb Ssd M2 480Gb 15.6"" Win11",526359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45721-notebook-hp-250-g8-core-i3-1115g4-16gb-ssd-m2-480gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 16Gb Ssd M2 960Gb 15.6"" Win11",575359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45723-notebook-hp-250-g8-core-i3-1115g4-16gb-ssd-m2-960gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 32Gb 256Gb 15.6"" Win11",536359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45729-notebook-hp-250-g8-core-i3-1115g4-32gb-256gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 32Gb Ssd M2 480Gb 15.6"" Win11",558359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45730-notebook-hp-250-g8-core-i3-1115g4-32gb-ssd-m2-480gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i3 1115G4 32Gb Ssd M2 960Gb 15.6"" Win11",607359.0,https://www.mexx.com.ar/productos-rubro/notebooks/45731-notebook-hp-250-g8-core-i3-1115g4-32gb-ssd-m2-960gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 8Gb Ssd 256Gb 15.6"" Win11",544549.0,https://www.mexx.com.ar/productos-rubro/notebooks/45577-notebook-hp-250-g8-core-i5-1135g7-8gb-ssd-256gb-15.6-win11.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 8Gb Ssd M2 480Gb 15.6"" Win11",566539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45702-notebook-hp-250-g8-core-i5-1135g7-8gb-ssd-m2-480gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
notebooks,"Notebook Hp 250 G8 Core i5 1135G7 8Gb Ssd M2 960Gb 15.6"" Win11",615539.0,https://www.mexx.com.ar/productos-rubro/notebooks/45704-notebook-hp-250-g8-core-i5-1135g7-8gb-ssd-m2-960gb-15.6-win11#.html,mexx,2023-09-04 10:43:22
