category,title,cash_price,store,link,created_at
notebooks,Notebook Lenovo V15 G2 Ryzen 3 5300U 8Gb 1Tb Ssd M2 240Gb 15.6...,529990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-ryzen-3-5300u-8gb-1tb-ssd-m2-240gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo Ideapad 3 14Iml05 I5 10210U 8Gb Ssd 256Gb 14...,536929.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-ideapad-3-14iml05-i5-10210u-8gb-ssd-256gb-14-w11.html,2023-09-04 10:49:24
notebooks,Notebook Dell Inspiron 3525 Amd Ryzen 5 5500U 8Gb Ssd 256Gb...,549990.0,venex,https://www.venex.com.ar//notebooks/notebook-dell-3525-amd-ryzen-5-5500u-8gb-ssd-256gb-15-6-w11.html,2023-09-04 10:49:24
notebooks,"Notebook Asus X515Ea I5 1135G7 8Gb Ssd 256Gb 15.6"" Free",559990.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-x515ea-i5-1135g7-8gb-ssd-512gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 I3 1115G4 8Gb 1Tb 15.6 Fhd Free,569990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-i3-1115g4-8gb-1tb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Samsung Galaxy Book 3 Core I5 1335U 8Gb 512Gb 15.6 Fhd...,569999.0,venex,https://www.venex.com.ar//notebooks/notebook-samsung-book-3-core-i5-8gb-512gb-silver-w11.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo Ideapad 1 Ryzen 7 3700U 8Gb Ssd 512Gb 15.6 Free,575289.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-ideapad-1-ryzen-7-3700u-8gb-ssd-512gb-14-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 I3 1115G4 8Gb 1Tb Ssd M2 240Gb 15.6 Free,589990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-i3-1115g4-8gb-1tb-ssd-m2-240gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Bes T4 Intel Core I5 1021U 8Gb Ssd 240Gb 14...,599990.0,venex,https://www.venex.com.ar//notebooks/notebook-bengho-bes-t4-intel-core-i5-1021u-8gb-ssd-240gb-14-free.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Max L5 I7 1165G7 Ssd 480Gb 8Gb 15.6 Fhd W11,599990.0,venex,https://www.venex.com.ar//notebooks/notebook-bangho-max-l5-i7-1165g7-ssd-480gb-8gb-15-6-fhd-w11.html,2023-09-04 10:49:24
notebooks,Notebook Dell Inspiron 3511 I5 1135G7 8Gb Ssd 256Gb 15.6 Free,599990.0,venex,https://www.venex.com.ar//notebooks/notebook-dell-inspirion-3511-i5-1135g7-8gb-ssd-256gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Dell Inspiron 3520 Intel Core I5 1135G7 8Gb Ssd 256Gb...,599990.0,venex,https://www.venex.com.ar//notebooks/notebook-dell-3520-intel-core-i5-1135g7-8gb-ssd-256gb-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Hp 15-Dy2054La  I5 1135G7 8Gb Ssd 256Gb 15.6 W11,613639.0,venex,https://www.venex.com.ar//notebooks/notebook-hp-i5-1135g7-8gb-ssd-256gb-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Dell Inspiron 3511 I5 1135G7 16Gb Ssd 256Gb 15.6 Free,619990.0,venex,https://www.venex.com.ar//notebooks/notebook-dell-inspirion-3511-i5-1135g7-16gb-ssd-256gb-15-6-free.html,2023-09-04 10:49:24
notebooks,"Notebook Asus X515Ea I7 1165G7 8Gb Ssd512Gb 15.6"" Fhd Free",649990.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-x515ea-i7-1165g7-8gb-ssd-512gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Hp 15Tdw300 Intel Core I5 1135G7 8Gb Ssd 256Gb 15.6 Hd...,659649.0,venex,https://www.venex.com.ar//notebooks/notebook-hp-15tdw300-intel-core-i5-1135g7-8gb-ssd-256gb-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Asus X515Ea I7 1165G7 8Gb W Ssd 512Gb 15.6 W11,689990.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-x515ea-i7-1165g7-8gb-ssd-512gb-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Hp Pavilon I5 1135G7 8Gb Ssd 256Gb + 16Gb Optane 13...,690329.0,venex,https://www.venex.com.ar//notebooks/notebook-hp-pavilon-i5-1135g7-8gb-ssd-256gb-16gb-optane-13-fhd-w11.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 Ryzen 7 5700U 8Gb Ssd 256Gb 15.6 Fhd...,729990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-ryzen-7-5700u-8gb-ssd-256gb-15-6-fhd-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 I5 1135G7 8Gb Ssd 256Gb 15.6 Free,749990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-i5-1135g7-8gb-ssd-256gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 Ryzen 7 5700U 16Gb Ssd 256Gb 15.6 Fhd...,749990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-ryzen-7-5700u-16gb-ssd-256gb-15-6-fhd-free.html,2023-09-04 10:49:24
notebooks,Notebook Hp 15Dy2033 Intel Core I7 1165G7 8Gb Ssd 256Gb 15.6...,751689.0,venex,https://www.venex.com.ar//notebooks/notebook-hp-intel-core-i7-1165g7-8gb-ssd-256gb-15dy2033-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Xpg Xenia 14 I5 1135G7 Iris Xe Ssd 512Gb Nvme 16Gb 14...,759389.0,venex,https://www.venex.com.ar//notebooks/notebook-xpg-xenia-15-i5-1135g7-iris-xe-ssd-512gb-nvme-16gb-14-w10.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 I5 1135G7 16Gb Ssd 256Gb 15.6 Free,769990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-i5-1135g7-16gb-ssd-256gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Game Master 15Z12 I5 12500H 16Gb 1Tb Gtx 1650...,789990.0,venex,https://www.venex.com.ar//notebooks/notebook-bangho-game-master-15z12-i5-12500h-16gb-1tb-gtx-1650-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo L15 G3 Ryzen 5 5625U 8Gb Ssd 256Gb 15.6 Fhd...,789990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-l15-g3-ryzen-5-5625u-8gb-ssd-256gb-15-6-fhd-free.html,2023-09-04 10:49:24
notebooks,Notebook Asus Zenbook 14 Um425Qa-Ki164W Ryzen 5 5600H 8Gb Ssd...,797739.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-zenbook-um25-ryzen-5-5600h-8gb-ssd-512gb-14-w11.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Game Master 15Z12 Core I5 12500H 16Gb 1Tb Gtx...,859990.0,venex,https://www.venex.com.ar//notebooks/notebook-bangho-game-master-15z12-core-i5-12500h-16gb-1tb-gtx-1650-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 I7 1165G7 8Gb 1Tb 15.6 Free2,859990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-i7-1165g7-8gb-1tb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo V15 G2 I7 1165G7 16Gb 1Tb Ssd 240Gb 15.6 Free,899990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-v15-g2-i7-1165g7-16gb-1tb-ssd-240gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Game Master 15Z12 Core I5 12500H 16Gb Ssd 1Tb...,929990.0,venex,https://www.venex.com.ar//notebooks/notebook-bangho-game-master-15z12-core-i5-12400h-16gb-ssd-1tb-rtx-3050-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo Thinkpad L15 G3 Ryzen 7 5825U 8Gb Ssd 512Gb...,929990.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-l15-g3-ryzen-5-5825u-8gb-ssd-512gb-15-6-fhd-free.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo Thinkpad E15 G3 Ryzen 7 5700U 8Gb Ssd 256Gb...,989489.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-thinkpad-e15-g3-ryzen-7-5700u-8gb-ssd-256gb-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook  Gamer Asus Tuf Gaming F15 Fx506Lhb-Hn324W I5 10300H...,994109.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-tuf-fx506lhb-i5-10300h-ssd-512gb-8gb-gtx1650-15-6-144hz-w11.html,2023-09-04 10:49:24
notebooks,Notebook Lenovo Thinkpad E14 G2 Core I7 1165G7 8Gb Ssd 256Gb 14...,1058519.0,venex,https://www.venex.com.ar//notebooks/notebook-lenovo-thinkpad-e14-g2-core-i7-1165g7-8gb-ssd-256gb-14-free.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Game Master 15Z12 I7 12700H 32Gb Ssd 2Tb Rtx...,1244990.0,venex,https://www.venex.com.ar//notebooks/notebook-bangho-game-master-15z12-i7-12700h-32gb-ssd-2tb-rtx-3060-15-6-144hz-free.html,2023-09-04 10:49:24
notebooks,Notebook Gamer Asus Tuf Gaming A15 Fa506Icb-Hn118W Ryzen 7...,1276389.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-tuf-fa506icb-hn118w-ryzen-7-4800h-16gb-ssd-512gb-rtx-3050-15-6-w11.html,2023-09-04 10:49:24
notebooks,Notebook Bangho Game Master 15Z12 Core I7 12700H 32Gb Ssd 2Tb...,1399990.0,venex,https://www.venex.com.ar//notebooks/notebook-bangho-game-master-15z12-core-i7-12700h-32gb-ssd-2tb-rtx-3060-15-6-144hz-w11.html,2023-09-04 10:49:24
notebooks,Notebook Apple Macbook Air M1 13 8Gb 512Gb Silver,1457409.0,venex,https://www.venex.com.ar//notebooks/notebook-apple-macbook-air-m1-13-8gb-512gb-silver.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte G5 15 I5 12500H 16Gb Ssd Nvme 512Gb Rtx 3060...,1499999.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-g5-15-i5-12500h-16gb-ssd-nvme-512gb-rtx-3060-15-6-free.html,2023-09-04 10:49:24
notebooks,Notebook Apple Macbook Air M1 13 8Gb 512Gb Space Grey,1510339.0,venex,https://www.venex.com.ar//notebooks/notebook-apple-macbook-air-m1-13-8gb-512gb-space-grey.html,2023-09-04 10:49:24
notebooks,Notebook Gamer Asus Rog Zephyrus G14 Ga401Ihr-K2053T Ihr Ryzen...,1534109.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-rog-zephyrus-ga401-ihr-ryzen-7-4800hs-16gb-512gb-1650-14-w10.html,2023-09-04 10:49:24
notebooks,Notebook Apple Macbook Pro M1 13 Inches 8Gb 256Gb Space Grey,1603159.0,venex,https://www.venex.com.ar//notebooks/notebook-apple-macbook-pro-m1-13-8gb-256gb-space-grey.html,2023-09-04 10:49:24
notebooks,Notebook Apple Macbook Pro M1 13 8Gb 512Gb Space Grey,1670669.0,venex,https://www.venex.com.ar//notebooks/notebook-apple-macbook-pro-m1-13-8gb-512gb-space-grey.html,2023-09-04 10:49:24
notebooks,Notebook Asus Zenbook Duo 14 Ux482Egr-Ka337W Core I7 1195G7...,1687519.0,venex,https://www.venex.com.ar//notebooks/notebook-asus-zenbook-ux482egr-ka337w-core-i7-1195g7-16gb-ssd-1tb-mx-450-14-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aero 16 Ke5 I7 12700H 16Gb Ssd 1Tb Rtx 3060P...,1999999.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aero-16-ke5-i7-12700h-16gb-ssd-1tb-rtx-3060p-16-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aero 5 Ke4 I7 12700H 16Gb Ssd 1Tb Rtx 3060...,2100959.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aero-5-ke4-i7-12700h-16gb-ssd-1tb-rtx-3060-15-6-w10.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aero 17 Xe5 12700H 16Gb Ddr5 Nvme 1Tb + 1Tb...,2227549.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aero-17-xe5-12700h-16gb-ddr5-nvme-1tb-1tb-rtx-3070ti-17-3-fhd-miniled-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aorus 5 Se4 I7 12700H 16Gb Ssd 512Gb Rtx 3070...,2227549.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aorus-5-se4-i7-12700h-16gb-ssd-512gb-rtx-3070-15-6-240hz-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aorus 17 Xe5 I7 12700H 16Gb Ssd 1Tb Rtx...,2278169.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aorus-17-ke5-i7-12700h-16gb-ssd-1tb-rtx-3070ti-p-16-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aero 16 Ke5 I7 12700H 16Gb Ssd 1Tb Rtx 3070Ti...,2362549.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aero-16-ke5-i7-12700h-16gb-ssd-1tb-rtx-3070ti-p-16-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aorus 15 Xe4 I7 12700H 16Gb Ssd Nvme 1Tb Rtx...,2430059.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aorus-15-xe4-i7-12700h-16gb-ssd-nvme-1tb-rtx-3070ti-15-6-w10.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aero Xe5 I7 12700H 16Gb Ssd 1Tb + 1Tb Rtx...,2446919.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aero-xe5-i7-12700h-16gb-ssd-1tb-1tb-rtx-3070ti-16-w11.html,2023-09-04 10:49:24
notebooks,Notebook Gigabyte Aero 17 Ke5 I7 12700H 16Gb Ssd Nvme 1Tb Rtx...,2480689.0,venex,https://www.venex.com.ar//notebooks/notebook-gigabyte-aero-17-ke5-i7-12700h-16gb-ssd-nvme-1tb-rtx-3060-17-3-uhd-w11.html,2023-09-04 10:49:24
monitores,Espuma De Limpieza Para Monitores Y Otros,4599.0,venex,https://www.venex.com.ar//monitores/espuma-de-limpieza-para-monitores-y-otros.html,2023-09-04 10:49:26
monitores,Monitor Lg Led 19 19M38A-B,63519.0,venex,https://www.venex.com.ar//monitores/monitor-lg-led-19-19m38a-b.html,2023-09-04 10:49:26
monitores,Monitor 19 Philips 193V5Lhsb2/55 Hdmi Hd 60Hz,67490.0,venex,https://www.venex.com.ar//monitores/monitor-19-led-philips-193v5lhsb2-55-hdmi.html,2023-09-04 10:49:26
monitores,Monitor 22 Philips 221V8/77 Fhd 75Hz,74990.0,venex,https://www.venex.com.ar//monitores/monitor-22-philips-221v8-77-fhd-75hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Philips 241V8L/77 Va Fhd 75Hz,84990.0,venex,https://www.venex.com.ar//monitores/monitor-24-philips-fhd-lcd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 20 Led Lg 20Mk400H-B Hdmi Hd,85469.0,venex,https://www.venex.com.ar//monitores/monitor-20-led-lg-20mk400h-b-hdmi-fhd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 22 Asus Vp228He-J Tn Fhd 60Hz,85990.0,venex,https://www.venex.com.ar//monitores/monitor-22-asus-vp228he-j-led-fhd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Noblex  91Mk24X7100 Fhd 75Hz Va,91999.0,venex,https://www.venex.com.ar//monitores/monitor-24-noblex-91mk24x7100-fhd-75hz-ips.html,2023-09-04 10:49:26
monitores,Monitor 19 Samsung Led S33A,94999.0,venex,https://www.venex.com.ar//monitores/monitor-19-samsung-led-s33a.html,2023-09-04 10:49:26
monitores,Monitor 22 Led Samsung T350 Fhd Ips 5Ms Hdmi Vga 75Hz,99999.0,venex,https://www.venex.com.ar//monitores/monitor-22-led-samsung-t350-fhd-ips-5ms-hdmi-vga-75hz.html,2023-09-04 10:49:26
monitores,Monitor 22 Led Lg 22Mp410-B Hdmi,100479.0,venex,https://www.venex.com.ar//monitores/monitor-22-led-lg-22mp410-b-hdmi.html,2023-09-04 10:49:26
monitores,Monitor 24 Hikivision Ds-D5024Fn Tft Fhd 60Hz,101239.0,venex,https://www.venex.com.ar//monitores/monitor-24-hikivision-ds-d5024fn-tft-fhd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Led Lg 24Mk430H-B Full Hd 75Hz,106259.0,venex,https://www.venex.com.ar//monitores/monitor-24-led-lg-24mk400h-b-full-hd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 22 Hikvision Fhd 5022 Hdmi,113509.0,venex,https://www.venex.com.ar//monitores/monitor-22-hikvision-fhd-5022-hdmi.html,2023-09-04 10:49:26
monitores,Monitor 24 Led Samsung T350 Fhd Ips 5Ms 75Hz,116999.0,venex,https://www.venex.com.ar//monitores/monitor-24-led-samsung-t350h-fhd-ips-5ms-75hz.html,2023-09-04 10:49:26
monitores,"Monitor 22"" Lg 22Mk600M Fhd Ips 75Hz 5Ms",127049.0,venex,https://www.venex.com.ar//monitores/monitor-22-lg-22mk600m-fhd-ips-75hz-5ms.html,2023-09-04 10:49:26
monitores,Monitor 27 E-View 271Axa Vga/Hdmi Fhd 60Hz,134989.0,venex,https://www.venex.com.ar//monitores/monitor-27-e-view-271axa-vga-hdmi-fhd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 27 Hikivision Ds-D5027Fn Tft Fhd 60Hz,138059.0,venex,https://www.venex.com.ar//monitores/monitor-27-hikivision-ds-d5027fn-tft-fhd-60hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Led Lg 24Mk600M Hdmi Ips Fhd 75Hz,138599.0,venex,https://www.venex.com.ar//monitores/monitor-24-led-lg-24mk600m-hdmi-fhd-75hz.html,2023-09-04 10:49:26
monitores,Monitor 27 Philips 272V8La/5 Va Fhd 75Hz,144990.0,venex,https://www.venex.com.ar//monitores/monitor-27-philips-272v8la-5-hdmi-va-fhd-75hz.html,2023-09-04 10:49:26
monitores,Monitor 27 Led Lg 27Mk400H-B Hdmi,151869.0,venex,https://www.venex.com.ar//monitores/monitor-27-led-lg-27mk400h-b-hdmi.html,2023-09-04 10:49:26
monitores,Monitor 24 Led Samsung G50 Fhd Curvo 144Hz,154999.0,venex,https://www.venex.com.ar//monitores/monitor-24-led-samsung-g50-fhd-curvo-144hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Led Samsung Curvo Cf390 Full Hd,157999.0,venex,https://www.venex.com.ar//monitores/monitor-24-led-samsung-curvo-cf390-full-hd.html,2023-09-04 10:49:26
monitores,Monitor 26 Lg Led 26Wq500-B Ultrawide 75Hz,172199.0,venex,https://www.venex.com.ar//monitores/monitor-26-lg-led-26wq500-b-ultrawide-75hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Viewsonic Vx2416 Ips Fhd,179499.0,venex,https://www.venex.com.ar//monitores/monitor-24-viewsonic-vx2416-ips-fhd.html,2023-09-04 10:49:26
monitores,Monitor 24 Aoc G2490Vx 144Hz 1Ms Freesync Negro/Rouge,194990.0,venex,https://www.venex.com.ar//monitores/monitor-24-aoc-g2490vx-144hz-1ms-freesync.html,2023-09-04 10:49:26
monitores,Monitor 24 Lg 24Gn60R-B Ips Fhd 144Hz,196349.0,venex,https://www.venex.com.ar//monitores/monitor-24-lg-24gn60r-b-ips-fhd-144hz.html,2023-09-04 10:49:26
monitores,Monitor 27 Philips Curvo 27E1Sca/55 Fhd 75Hz,196990.0,venex,https://www.venex.com.ar//monitores/monitor-27-philips-curvo-27e1sca-55-full-hd.html,2023-09-04 10:49:26
monitores,Monitor 27 Viewsonic Vx27 16 Ips Fhd 100Hz,199999.0,venex,https://www.venex.com.ar//monitores/monitor-27-viewsonic-vx27-16-ips-fhd-100hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Asus Vg24Vqe Fhd Va 165Hz,219990.0,venex,https://www.venex.com.ar//monitores/monitor-24-asus-vg24vqe-fhd-va-165hz.html,2023-09-04 10:49:26
monitores,Monitor 32 Led Lg 32Mn500M-B Fhd,220499.0,venex,https://www.venex.com.ar//monitores/monitor-32-led-lg-32mn500m-b-fhd.html,2023-09-04 10:49:26
monitores,Monitor 24 Gigabyte G24F 2 Ips Fhd 165Hz,220990.0,venex,https://www.venex.com.ar//monitores/monitor-24-gigabyte-g24f-2-ips-fhd-165hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Viewsonic Xg240R Tn Fhd 144Hz,223969.0,venex,https://www.venex.com.ar//monitores/monitor-24-viewsonic-xg240r-tn-fhd-144hz.html,2023-09-04 10:49:26
monitores,Monitor 24 Led Viewsonic Vx2458-Mhd 144Hz 1Ms,234719.0,venex,https://www.venex.com.ar//monitores/monitor-24-led-viewsonic-vx2458-mhd-144hz-1ms.html,2023-09-04 10:49:26
monitores,Monitor 27 Aoc G2790Vx 144Hz Freesync,239990.0,venex,https://www.venex.com.ar//monitores/monitor-27-aoc-g2790vx-144hz-freesync.html,2023-09-04 10:49:26
monitores,Monitor 27 Redragon Mirror Jade Fhd 1Ms 165Hz,239990.0,venex,https://www.venex.com.ar//monitores/monitor-27-redragon-mirror-jade-fhd-1ms-165hz.html,2023-09-04 10:49:26
monitores,Monitor 25 Samsung Led Oddyssey G4 240Hz,249999.0,venex,https://www.venex.com.ar//monitores/monitor-25-samsung-led-oddyssey-g4-240hz.html,2023-09-04 10:49:26
